Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
TRANQUIL HILLS KANDY.,"NO.35/73,C.D.L.FERNANDO MAWATHA,KATUGASTOTA ROAD,KANDY.",3,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,80.631075,7.3103134
KANDY HILL,"NO.195/9,RICHMOND HILL LANE,HEERSAGALA ROAD,KANDY.",1,STANDARD,Kandy,Kandy,Kandy Divisional Secretariat,80.6200442,7.2721647
AMIGO'S STUDIO APARTMENT.,"NO.148/29,KANDY VIEW GARDEN,GEORGE E DE SILVA MAWATHA,KANDY.",1,STANDARD,Kandy,Gagawata Koralya,Gagawata,NULL,NULL
PLANTATION INN,"NO.1/73,DANKALAPUWA WATTA,KAPPARATHOTA,WELIGAMA",3,STANDARD,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,NULL,NULL
SEA FRONT HOTEL,"NO:45,VEVISINGAM SASTHRIYAR ROAD,KALLADY,BATTICALOA",2,STANDARD,Batticaloa,Batticaloa,Manmunai North Divisional Secretariat,NULL,NULL
HAMSAAM VILLA,"NO:35/1 A,NEW DUTCH BAR ROAD,KALLADY,BATTICALOA",3,STANDARD,Batticaloa,Batticaloa,Manmunai North Divisional Secretariat,NULL,NULL
MALA'S HOMESTAY,"NO:37/5 TETHNICAL COLLEGE ROAD,MANJANTHODUWAI-BATICALOA",1,STANDARD,Batticaloa,Batticaloa,Manmunai North Divisional Secretariat,81.67473,7.730997
SWEET LANKA NEGOMBO,"108/8 ST.JOSEPH MAWATHA,ETHULKOTTE,NEGOMBO",2,DELUXE,Gampaha,Negombo,Negombo Divisional Secretariat,79.8419293,7.2463852
HERIN GREEN HOUSE,"NO.33/1A,SEMANARYA ROAD, KITHULAMPITIYA,GALLE",2,STANDARD,Galle,Bope,Bope-Poddala Divisional Secretariat,80.2028775,6.0608002
135 VILLA,"NO.135, HEERESSAGALA ROAD,KANDY",2,STANDARD,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,NULL,NULL
RESORT BEEM,"NO:36,GEMUNU MAWATHA,HANTHANA PLACE,KANDY",3,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.6332638,7.283758
MOUNT HAVEN,"NO.97/7, SRI DAMMASIDDI MAWATHA, ASGIRIYA, KANDY, SRI LANKA",4,SUPERIOR,Kandy,Kandy,GANGAWATA KORALAYA,80.631058,7.304799
COMFORT HOME STAY,"NO. 5A, WEERAKOON GARDENS, KANDY",1,STANDARD,Kandy,Kandy,GANGAWATA KORALAYA,NULL,NULL
KANDY ROYAL RESORT,"NO.229/16, ROYAL WAY, THALWATTA, THANNAKUBURA ROAD, KANDY",5,STANDARD,Kandy,Gagawata Koralya,Gagawata,80.6551408,7.2838115
KUNDALA BUNGALOWS,"NARIGAMA TEMPLE ROAD,HIKKADUWA",3,STANDARD,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
CHELIYAN VILLA,"NO.128/1, GEORGE E. DE SILVA MAWATHA, KANDY",3,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
SEVEN SCENIC,"NO.7, KUMUDU MAWATHA, PRIMROSE GARDENS, KANDY",2,DELUXE,Kandy,Kandy,GANGAWATA KORALAYA,80.6105692,7.280184
SHALOM RESIDENCE,"OLD NO138/1, NEW NO 140/2, MISTY HEAVEN, WARIYAPOLA SRI SUMANGALA MW,MAPANAWATURA, KANDY",4,DELUXE,Kandy,Kandy,GANGAWATA KORALAYA,NULL,NULL
BARNES LODGE,"34/7A,BARNES PLACE,COLOMBO 07",5,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
LUMBINI VILLA,"NO. 86/A, WARAPITIYA, DHARGA TOWN",3,DELUXE,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,NULL,NULL
LAL HOME STAY (SIGIRIYA),"NO 209, AHELAGALA, SIGIRIYA",4,STANDARD,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.7420766,7.949786
SIGIRI LODGE,"POTHANA , KIMBISSA",2,STANDARD,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
SUNSHINE VILLA,"SUNSHINE VILLA, THALKOTE ROAD, EHALAGALA, SIGIRIYA",4,STANDARD,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
SINHAGIRI VILLA,"5A, NAWA NAGARAYA, SIGIRIYA",3,SUPERIOR,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
KANDY VIEW VILLA,"86/19B, KANDY VIEW GARDEN, JORJ E DE SILVA MW, KANDY",2,STANDARD,Kandy,Kandy,Gagawata,NULL,NULL
UDA KANDA,"KADURUDUWA,WANCHAWALA,GALLE.",3,SUPERIOR,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
THARAKA SURF GUEST,"P.18,ARUGAMBAY POTTUVIL.",5,STANDARD,Ampara,Pottuvil,Pottuvil Divisional Secretariat,NULL,NULL
WELCOME HOUSE,"NO 65 D/01,PANAMA.",1,STANDARD,Ampara,Ampara,Lahugala Divisional Secretariat,81.808772,6.758059
PANAMA VILLAGE HOME,"WEERA BODHI MAWATHA, PANAMA",4,STANDARD,Ampara,Ampara,Lahugala Divisional Secretariat,NULL,NULL
PANAMA GREEN HOUSE,"NO 76A, PANAMA WEST",1,STANDARD,Ampara,Ampara,Lahugala Divisional Secretariat,NULL,NULL
YASINDU HOMES,"PANAMA SOUTH, PANAMA",1,STANDARD,Ampara,Ampara,Lahugala Divisional Secretariat,81.80218,6.759676
MANGO VILLA PANAMA,"PANAMA CENTRAL, PANAMA",1,STANDARD,Ampara,Ampara,Lahugala Divisional Secretariat,NULL,NULL
SAJANI'S HOME,"PANAMA WEST, PANAMA",1,STANDARD,Ampara,Ampara,Lahugala Divisional Secretariat,NULL,NULL
RIVER SIDE,"133/5, HEWAGAMA, KADUWELA",4,DELUXE,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,79.9686038,6.9024153
PRIYANKA VILLA,"325/D/3, PAGODAWATTA, EDANDUWAWA,PERADENIYA",2,SUPERIOR,Kandy,Yatinuwara Pradeshiya Sabha,Yatinuwara Divisional Secretariat,NULL,NULL
VIEW POINT 425,"NO 425,HEERASSAGALA ROAD,BOWALAWATTE,KANDY.",1,SUPERIOR,Kandy,Kandy,Gagawata,NULL,NULL
AMANDRO VILLA,"62/3,MALLABOKKA ROAD, HETTIMULLA, BERUWALA",3,DELUXE,Kalutara,Kalutara Pradeshiya Sabha,Beruwala Divisional Secretariat,NULL,NULL
PANDORA LODGE,"193/A, SIGIRIYA ROAD, KIBISSA",5,SUPERIOR,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
CHARUKA RESORT,"168/A, SIGIRI ROAD, POTHANA",4,STANDARD,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
KASHYAPA KINGDOM VIEW HOME,"NO 72 B/2, KAYAMWALA, SIGIRIYA",4,STANDARD,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
RIVER SIDE LAL HOMESTAY,"NO 216, KALAPURAYA, SIGIRIYA",3,STANDARD,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
RIVER SIDE HOME STAY,"NO 216/1, KALAPURAYA, SIGIRIYA",2,STANDARD,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
SIGIRI HOME STAY,"NO 01/A, INFRONT OF BUS STAND, INAMALUWA",2,STANDARD,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
PURASANDA VILLA,"NO 14, PURASANDA VILLA, INAMALUWA VILLAGE, DAMBULLA",5,STANDARD,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
BIRDS HILL,"NO :35/70 1/1,KATUGASTHOTA ROAD,KANDY.",2,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
HOME STAY ON THE FOURTH,"NO 30, 4TH LANE, RATMALANA",2,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,NULL,NULL
KANDY CITY REST,"271/42B, WALIHIRIYA ROAD, UDA PERADENIYA, PERADENIYA",3,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
MOCKINGBIRD RESIDENCE,"1/7, UNIQUE VIEW ROAD, NUWARAELIYA",3,STANDARD,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.766106,6.963297
RAVEENA GUEST INN,"SAPUMALTANNA,WELLAWAYA RD,ELLA",3,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,NULL,NULL
GREEN RESIDENCE,"GREEN RESIDANCE, ELLA",3,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,NULL,NULL
MAMA COTTAGE,"SAPUMALTHANNA,PASSARA ROAD,ELLA",5,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,NULL,NULL
WATERFALLS HOMESTAY,"WATAGODAWATHTHA, KITHELELLA, ELLA",4,SUPERIOR,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,NULL,NULL
SUNNYSIDE HOLIDAY BUNGALOW,"150, BANDARAWELA ROAD, ELLA",3,DELUXE,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,NULL,NULL
GREEN HILL ELLA,"PASSARA ROAD,SAPUMALTHANNA,ELLA",5,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,NULL,NULL
JUNGLE BREEZE,"13B2/17B2, UPPER TANK ROAD, HANTHANA H.S, KANDY",3,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.638769,7.274439
INN ON THE BAY,"BEACH ROAD,PASIKUDAH,KALKUDAH.",5,STANDARD,Batticaloa,Koralai Pattu,Koralai Pattu Divisional Secretariat,NULL,NULL
DEWLEE HOMESTAY,"""VIJAYA"" .HELLA HALPE, BANDARAWELA",2,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044611,6.888443
LAL HOME STAY (BENTOTA),"NO 18, PITOROMBE, BENTOTA",4,STANDARD,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,NULL,NULL
PADDYFIELD HIDEAWAY,"38, WEGIRIYA, HONDIYADENIYA, GAMPOLA",4,DELUXE,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,NULL,NULL
THE PENTHOUSE ABOVE SEA,"16/3, MARINE CITY, 46, STATION ROAD, DEHIWALA",4,DELUXE,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL
"34/1/1, SUMANARAMA","34/1/1, SUMANARAMA ROAD, MOUNT LAVINIA",5,STANDARD,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.869376,6.840153
LAKEVILLA' RAJAGIRIYA,"LAKEVILLA'- RAJAGIYA,289/2, GEMUNU MAWATHA, KOTUWEGODA, RAJAGIRIYA",1,SUPERIOR,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,79.920363,6.908145
DREAM VILLA,"7/3, BRAHMANA WATTA ROAD, BALAPITIYA.",3,SUPERIOR,Galle,balapitiya,Balapitiya Divisional Secretariat,80.04004,6.28557
NATURE RESORT,"NO 378/1, NEAR TUNNEL , ELLA",4,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,NULL,NULL
LAKESIDE HYBRID VILLA,"178/4, KALUTHARA ROAD, WEVITA, BANDARAGAMA",1,SUPERIOR,Kalutara,Bandaragama Pradeshiya Sabha,Bandaragama Divisional Secretariat,NULL,NULL
"KADUGANNAWA HOMESTAY, KANDY","226/4, KANDY ROAD, KADAWATHGAMA, KADUGANNAWA",2,STANDARD,Kandy,Kadugannawa,Yatinuwara Divisional Secretariat,NULL,NULL
ANGEL VILLA,"17/10,MARAKKALAWATTE, 12070, BERUWALA",2,SUPERIOR,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.992,6.473838
VEGA HOLIDAY REST,"21/14/P3, ISURUPURA, ANURADHAPURA",2,STANDARD,Anuradhapura,Anuradhapura,Anuradhapura East,80.426447,8.315667
KAMON RICH,"405C, GUNARATNE MAWATHA, PAHALA IRIYAGAMA, PERADENIYA",5,STANDARD,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
SERENE HOME STAY,"NO 917, MUDUNMANKADA ROAD, UDAWALAWE",2,SUPERIOR,Ratnapura,Embilipitiya,Embilipitiya Divisional Secretariat,80.824239,6.416555
YENRICH TOURIST INN,"86/G/1, TIVERTON ESTATE, PERADENIYA",5,STANDARD,Kandy,Yatinuwara Pradeshiya Sabha,Yatinuwara Divisional Secretariat,80.580898,7.268693
RIVER SIDE VILLA,"183, GURUGAMMANAYA, PALLAKALE, KUNDASALE",3,SUPERIOR,Kandy,Kundasle,Kundasale Divisional Secretariat,NULL,NULL
RANAWARA HOME STAY,"NO 11, PARADISE PARK, THAPODARAMA MAWATHA, HANTHANA , KANDY",3,SUPERIOR,Kandy,Gagawata Koralya,Gagawata,80.628192,7.278034
THE LIVING ROOM BY RAN,"455\4, WARAGODA ESTATE, KELANIYA",1,DELUXE,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,NULL,NULL
SETHRA,"NO 65, ROUND ROAD, OBADAWATTA, BENTOTA",3,DELUXE,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,NULL,NULL
SURAMYA,"NO.23.SURAMYA,DHARMAPALA MAWATHA, BANDARAWELA.",1,SUPERIOR,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,NULL,NULL
MARVEL HILLS - KANDY,"NO 20,GEORGE E DE SILVA MAWATHA, KANDY",3,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
COLOMBO AIRPORT HOMESTAY,"NO 17, ZONE 1, MILLENNIUM CITY, KOTUGODA, JA-ELA",5,SUPERIOR,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,79.9106305,7.1206712
THE BEAUTY HILLS RESIDENCE,"NO.19\12, P.L.P ALWIS MAWATHA, KANDY.",4,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
DIYAWARA HOME STAY,"NO-77/03,JAFFNA JUCTION,JAFFNA ROAD,ANURADHAPURA.",2,STANDARD,Anuradhapura,Anuradhapura,Anuradhapura East,80.417293,8.359991
RIVER VALLEY RESIDENCE,"4/A/2,GANGA ADDARA ROAD,LEWELLAGAMA,GUNNEPANA,20270",3,DELUXE,Kandy,Kandy,Kundasale Divisional Secretariat,80.657749,7.298416
