Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
LAKE RESIDENCY,"185,ALAKESWARA ROAD,KOTTE",3,DELUXE,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,NULL,NULL
VILLA 49,"NO.49,LOUIS PEIRIS MAWATHA,KANDY",3,DELUXE,Kandy,Kandy,Gagawata,80.6463231,7.2876327
ISURU SEWANA HOLIDAY HOME,"""ISURU SEWANA HOLIDAY INN"",NO.1/2,KALUKALE,NUWARA ELIYA",5,STANDARD,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,NULL,NULL
VLARS HOLIDAY BUNGALOW,"12B, FARM ROAD, BINDUNUWEWA, BANDARAWELA",5,SUPERIOR,Badulla,Badulla,Bandarawela Divisional Secretariat,NULL,NULL
THE VILLA BALAPITIYA BEACH,"""THE VILLA BALAPITIYA BEACH"",NO.517,GALLE ROAD,WALAGEDARA,BALAPITIYA",2,SUPERIOR,Galle,Galle,Balapitiya Divisional Secretariat,80.038683,6.257703
RUDY VILLA,"OLD ROAD, 321 - THOPPUTHOTA, WAIKKALA",6,DELUXE,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,NULL,NULL
FRIENDLY FAMILY GUEST HOUSE,"NO.291/A,D.S.SENANAYAKE VIDIYA,KANDY",5,SUPERIOR,Kandy,Kandy,Gagawata,NULL,NULL
MUTHUGALA REST,"""MUTHUGALA REST"",NO.159,AMUNUKUMBURA,WATHURUGAMA",4,SUPERIOR,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
VILLA SETH,"""VILLA SETH"",NO.36/14,YASODARA WATTA,HIRIMBURA CROSS ROAD,GALLE",4,DELUXE,Galle,Galle,Gagawata,NULL,NULL
OCEAN INN,"""OCEAN INN"",NO.166/7,ROBOLGODA,BENTOTA",5,STANDARD,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,NULL,NULL
9 A,"9A, UPPER DICKSON ROAD, GALLE",1,SUPERIOR,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
IRUWI,"220, GALLE ROAD, MORAGALLA, BERUWALA.",1,SUPERIOR,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.983049,6.451463
RUWINI,"5/327 ,PORUTHOTA RD, PORUTHOTA, KOCHCHIKADE",1,STANDARD,Gampaha,Negombo,Negombo Divisional Secretariat,79.841011,7.228957
SKYDALE,"352-G, DHARMARAJA ROAD, KANDY",4,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.6527456,7.2878343
TOURIST REST,"NO. 34, AUBURN SIDE, DEHIWALA",5,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL
WHITE VILLA,"160/1, SOORIYAGODA, BENTOTA.",4,SUPERIOR,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.996374,6.4160207
GARDEN GUEST HOUSE,"7, KARLSHRUE GARDENS, COLOMBO 8.",3,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,79.876722,6.921816
VILLAGE VILA,"32, WATHUMULLA, UDUGAMPOLA",2,STANDARD,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
SANDUL VILLA,"NO 510/41, 11TH LANE, HETTEMULA, BERUWALA.",5,DELUXE,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.9855867,6.4616673
SAMAGI VILLA HOME STAY,"161/1, SEENIMODARA, NAKULUGAMUWA",2,SUPERIOR,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,NULL,NULL
ROCKWELL COLOMBO,"NO 14, BORELLA CROSS ROAD, COLOMBO 8.",3,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,79.8728623,6.9159013
KALUWAGAHA WATTA,"INDRASARA MW, THALARAMBA, KAMBURUGAMUWA, MATARA",2,SUPERIOR,Matara,Matara,Matara Divisional Secretariat,NULL,NULL
RANTARUWA,"44, GALABADEHENAWATTA, PEHEMBIYA, DICKWELLA.",3,DELUXE,Matara,Matara,Matara Divisional Secretariat,80.6999321,5.9599154
AWINCO REST,"122, BADULLA ROAD, HAPUTALE",4,STANDARD,Badulla,Haputale,Haputale Divisional Secretariat,80.9608823,6.7743487
TAMMY'S HOME STAY,"43A, HAIG ROAD, COLOMBO 4",1,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
UNIQUE HOME STAY,"RANAWAGE WATTE, URUVITIYA, DENIPITIYA",2,STANDARD,Matara,Weligama Pradeshiya Sabha,Welipitiya Divisional Secretariat,NULL,NULL
HOME STAY - KOTTE,"237/9B, WIJAYA MW, RAJAMAHA VIHARA ROAD, PITA KOTTE.",2,SUPERIOR,Colombo,Maharagama,Maharagama Divisional Secretariat,NULL,NULL
VILLA GAUTHAM,"90, GOTHAMI ROAD, COLOMBO 8",4,DELUXE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,NULL,NULL
PALM GROVE,"07,SIRINIWASA MW,KALUTARA NORTH",4,DELUXE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.953393,6.597506
PEARL'S HOME STAY,"MEDICAL CENTER, ANDIAMBALAMA",1,STANDARD,Gampaha,Dawamottawa,Katana Divisional Secretariat,NULL,NULL
ANNIEWATTE APARTMENTS,"37/8, ANNIEWATTE ROAD, KANDY.",2,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
LEO'S HOME,"29 A, MUHANDIRAM LANE,DEHIWALA.",4,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL
A WAYFARERS INN,"77, ROSMEAD PLACE, COLOMBO 07",4,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
RIVER CORNER,"SINNA ULLAI, SAWALAI/05, ARUGAMBAY.",3,STANDARD,Ampara,Pottuvil,Pottuvil Divisional Secretariat,NULL,NULL
RISINI HOME,"28/3, SEA BEACH ROAD, BANDARAWATTE,BERUWALA",2,STANDARD,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,NULL,NULL
KISMET REST - MIRISSA,"KISMET,PARADISE BEACH ROAD,SCHOOL VIEW,MIRISSA,MATARA",3,SUPERIOR,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,NULL,NULL
PLANTATION RETREAT,"PLANTATION RETREAT ELLEPOLA ESTATE,PATANPAHA,WATTEGAMA",4,STANDARD,Kandy,Kandy,Pathadumbara Divisional Secretariat,80.6798547,7.3493442
LITTLE VILLA,"234 MAHA VIHARA ROAD,MOLLIGODA",5,SUPERIOR,Kalutara,Panadura,Panadura Divisional Secretariat,79.9367766,6.6626348
PENT HOUSE ON THE ROCK,"JAKOTUWA, YADDEHIMULLA RD, UNAWATUNA",4,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.2429685,6.0104782
SANASUMA HOME STAY,"22/10,GOVIKAM PLACVE,DIVULPITIYA,BORALESGAMUWA,SRI LANKA",1,SUPERIOR,Colombo,Boralesgamuwa,Colombo Divisional Secretariat,NULL,NULL
HEVENLY HOME,"NO 14/16,UPPER LAKE ROAD,NUWARA ELIYA",2,SUPERIOR,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.7711223,6.9633029
SAMANPAYA,"NO 150 KADUGANNAWA ROAD,GAMPOLA",3,STANDARD,Kandy,Gampola,Gampola Divisional Secretariat,NULL,NULL
PLEASURE ISLAND HOME STAY,"HOTEL PLEASURE ISLAND,RESERVEIR ROAD,DAMBULLA.",5,STANDARD,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.6301933,7.8723783
HEATHWOOD,"26/1, SIR MARCUS FERNANDO MAWATHA, COLOMBO7",3,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
HORENADUWA VILLA,"193/16, KADUWELA ROAD, THALANGAMA NORTH, BATTARAMULLA",2,SUPERIOR,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,NULL,NULL
IVY COTTAGE,"F & G CONTINENTAL RESIDENCIES, HOUSE NO 59, 41/104, ADNIVES ROAD, PERIYAMULLA, NEGOMBO",2,SUPERIOR,Gampaha,Negombo,Negombo Divisional Secretariat,79.844978,7.223092
SUNIL'S HOME,"45/12, ABREW ROAD, KALUTARA NORTH",3,SUPERIOR,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
SAADHANA BIRD HOUSE,"212 A, YADDEHIMULLA, UNAWATUNA",5,STANDARD,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
COMFY STAY,"27/2, O.P.PERERA MAWATHA, LAKE ROAD, BORALASGAMUWA",3,SUPERIOR,Colombo,Boralesgamuwa,Kesbewa Divisional Secretariat,79.9044952,6.8429832
COLOMBO HOME STAY,"96/12A, KOTTANUWATHA ROAD, OLD KESBEWA ROAD, NUGEGODA.",5,SUPERIOR,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,NULL,NULL
COCO VILLA,"74/2, JAMBUGASMULLA MAWATHA, NUGEGODA",2,DELUXE,Colombo,Maharagama,Maharagama Divisional Secretariat,NULL,NULL
SERENE SK HOME,"48, JAYA ROAD, UDAHAMULLA, NUGEGODA",3,SUPERIOR,Colombo,Maharagama,Maharagama Divisional Secretariat,79.9153943,6.8634233
GREEN VIEW HOME STAY,"631/1, SRI SUNANDA MAWATHA, UTHUWANKANDA, MAWANELLA",2,SUPERIOR,Kegalle,Kegalle,Mawanella Divisional Secretariat,80.425477,7.2502954
HANTANA RANGE VIEW,"47, GEORGE DE SILVA MAWATHA, KANDY",3,DELUXE,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.6179058,7.284343
PAVILION RESIDENCE,"170/6 & 170/7, ROBERT GUNAWARDENA MAWATHA, BATTARAMULLA",5,SUPERIOR,Colombo,Colombo,Battaramulla,79.9285037,6.9004455
ZENITH,"MAUSSAWA ROAD, UDUPIHILLA, MATALE",4,SUPERIOR,Matale,Matale,Ukuwela Divisional Secretariat,NULL,NULL
EAGLE'S REST HOMESTAY HANTHANA,"14B/2/35/3, 8TH LANE, HANTANA HS, HANTANA, KANDY",2,SUPERIOR,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.6348843,7.2749563
NIRVEGA,"30 A/1, 6TH LANE, MORAGALLA, BERUWALA",5,SUPERIOR,Kalutara,Kalutara Pradeshiya Sabha,Beruwala Divisional Secretariat,79.9823643,6.4531363
VISTA HOUSE,"431/1, HEERASSAGALA ROAD, BOWALAWATTE, KANDY",3,DELUXE,Kandy,Kandy,Gagawata,80.6163333,7.2633726
"RAMASINGHE LANE, HOME STAY UNIT","56/2, RAMASINGHE LANE, DALUGAMA, KIRIBATHGODA, KELANIYA",4,STANDARD,Gampaha,Mahara Pradeshiya Sabha,Gampaha Divisional Secretariat,NULL,NULL
ECO HOME HOLIDAY INN,"31/48, RIVERDALE GARDEN, ANIWATTE, KANDY",4,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
ATVICE,"86, ZONE 1, MILLENIUM CITY, KOTUGODA, JA-ELA",1,SUPERIOR,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,NULL,NULL
GRACE HOME STAY,"572, OBADAWATTA, SINHARUPAGAMA, BENTOTA",3,STANDARD,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,NULL,NULL
SHALOM VILLA,"262, MAHAWELA ROAD, TANGALLE",3,STANDARD,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.7936503,6.0212043
ARALIYA,"6, LANE 4, ARALIYA MAWATHA, PRIMROSE GARDEN, KANDY",2,SUPERIOR,Kandy,Kandy,Gagawata,NULL,NULL
WHITE COTTAGE,"15/5, DEWALA ROAD, PAGODA, NUGEGODA",2,SUPERIOR,Colombo,Colombo,Nugegoda Divisional Secretariat,NULL,NULL
BRIGHT VILLA,"146, PRAJA MANDALA ROAD, HEDIGAMA, PILIYANDALA",5,STANDARD,Colombo,Kesbewa,Kesbewa Divisional Secretariat,NULL,NULL
KINGFISHER BEACH VILLA,"650/2, COLOMBO BOPITIYA ROAD, USWETAKEIYAWA",3,DELUXE,Gampaha,Wattala Pradeshiya Sabha,Gampaha Divisional Secretariat,NULL,NULL
HOME AWAY FROM HOME,"154/8, ERIYAGAMA, PERADENIYA",2,SUPERIOR,Kandy,Kandy,Yatinuwara Divisional Secretariat,80.5880387,7.265275
STREAMY VIEW,"9/D/9, NELLIGASGODA, KIRIBATHKUMBURA",2,SUPERIOR,Kandy,Kandy,Yatinuwara Divisional Secretariat,80.5764288,7.2584743
HOME STAY STRAND,"218, YADDEHIMULLA ROAD, UNAWATUNA",5,STANDARD,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.2419195,6.0095014
FEEL HOMESTAY,"11A, ST .PHILIP NARY'S CHURCH ROAD, KATUKURUNDA, KALUTARA",1,STANDARD,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9652113,6.5610293
SEELOGAMA HOME STAY,"SCHOOL ROAD, SEELOGAMA, BELIHULOYA",1,STANDARD,Ratnapura,Ratnapura,Imbulpe Divisional Secretariat,NULL,NULL
NATURAL HOLIDAY INN,"NO 6, MODARA ROAD, MEDAKATIYA, TANGALE",3,STANDARD,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.7909616,6.0293222
SRI V.O.C,"88, DHAMMARATHANA NAHIMI MAWATHA, KATUNAYAKE, NITTABUWA ROAD, NAIWALA, WEYANGODA",1,DELUXE,Gampaha,Gampaha,Minuwangoda Divisional Secretariat,80.0305597,7.1578858
THE VIEWS,"72/31, A.B DAMUNUPOLA MAWATHA, KANDY",2,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.6259093,7.2930855
SANASIKA,"NEXT TO RICHMOND CASTLE, TEKKAWATTA, PALATOTA, KALUTARA",4,STANDARD,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
DSM HOME STAY,"8/1, PITAKANDA ROAD, KANDY",3,STANDARD,Kandy,Kandy,Gagawata,80.6357216,7.310338
HANTHANA HOUSE,"108, THAPODARAMA ROOAD, HANTHANA, KANDY",4,DELUXE,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.6247712,7.2750592
SHEEN HOME STAY,"18/5, MOHOTTI WATTE, BALAPITIYA",1,STANDARD,Galle,balapitiya,Balapitiya Divisional Secretariat,80.033748,6.268667
MIHISANDA HOME STAY,"NO 8, NATIONAL HOUSES, JAYAPURA, HINGURAKGODA",4,SUPERIOR,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,NULL,NULL
NARATALE HOME STAY,"NARATALE ESTATE, HELVETIA DIVISION, AMITIRIGALA",3,DELUXE,Kegalle,Ruwanwella Pradeshiya Sabha,Ruwanwella Divisional Secretariat,NULL,NULL
PALMS VILLA,"425/10/B, MINUWANGODA ROAD, KADIRANA, NEGOMBO",3,DELUXE,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.8688523,7.1945973
NATURAL HOUSE,"NO 102, THAPODARAMA ROAD, RICHMOND HILL, HANTANA, KANDY",1,STANDARD,Kandy,Gagawata Koralya,Gagawata,80.6252851,7.2752736
NOOK IN KANDY,"220/2, KURUNEGALA ROAD, KATUGASTOTA",2,SUPERIOR,Kandy,Kandy,Harispattuwa Divisional Secretariat,80.6440763,7.2900773
HANDY LODGE,"176, POLWATTE ROAD, PAMUNUWA, MAHARAGAMA",4,STANDARD,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
SOOKEE'S HOME,"38A, NEWTON SENEVIRATNE, BORALESGAMUWA",3,STANDARD,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
THE GREEN VIEW,"72/25, 2ND LANE, DAMUNUPOLA GARDENS, KANDY",2,STANDARD,Kandy,Kandy,GANGAWATA KORALAYA,NULL,NULL
HANTANA HOME STAY,"11 B3/1A/2, UPPER WATER TANK ROAD, HANTANA HOUSING SCHEME, HANTANA, KANDY",2,STANDARD,Kandy,Kandy,GANGAWATA KORALAYA,80.6342906,7.2756388
TAMAYA B & B,"NO 56, S DE S JAYASINGHE MAWATHA, KOHUWALA",5,STANDARD,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL
NO.26D,"26 D, CYRIL JAYASUNDARA MAWATHA, SANGARAJA MAWATHA, KANDY",5,STANDARD,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
BEACH RESIDENCE,"7/17, RATHNAYAKA MAWATHA, MAHAWATTE, THALPITIYA, WADDUWA",4,STANDARD,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,NULL,NULL
MAHAGEDARA HOME STAY,"MAHAGEDARA,PADAWIGAMPOLA, YATAGAMA, RAMBUKKANA",2,STANDARD,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,NULL,NULL
BLUE RIBBON,"3/339, KANDUWELA ESTATE, GURUDENIYA",5,STANDARD,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.6892666,7.2655464
MAHIE,"39, IVORY VILLAGE, YATIKOTAGAMA ROAD, PINNAWALA, RAMBUKKANA",2,STANDARD,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,NULL,NULL
VILLU VILLA,"601/45B, JAYA MAWATHA, AIRPORT ROAD, ANURADHAPURA",4,SUPERIOR,Anuradhapura,Anuradhapura,Anuradhapura East,80.4219063,8.31536
SARA HOMES,"NO 141, 4TH LANE, VISHAKA WATTHA, EKALA",3,SUPERIOR,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,79.9066758,7.0959788
CHELLI,"NO 241/3A, ST. JOSEPH STREET, NEGOMBO",3,STANDARD,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
CHANDRANI,"NO 115, SRI MAHAVIHARA MAWATHA, PANADURA",4,STANDARD,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,NULL,NULL
STYLISH HOUSE,"NO 309/2, GEORGE E DE SILVA MAWATHA, KANDY",3,SUPERIOR,Kandy,Kandy,Gagawata,NULL,NULL
FAIRLY,"NO 263/2, BATAPOTHA, MADELGOMUWA, GAMPAHA",2,SUPERIOR,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,NULL,NULL
THOTUPOLA RESIDENCE,"NO 162/1, HALLOLUWA, KANDY",4,DELUXE,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,80.606204,7.2906944
MANGO HOUSE JAPANESE GUEST HOUSE,"422/B ,CAPTAIN NISHENDRA MW, NELUMPITIYA, THIMBIRIGASKATUWA, NEGOMBO.",5,DELUXE,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,NULL,NULL
HOLIDAY STAY INN,"NO. 100/7B, GEORGE E DE SILVA MAWATHA, KANDY VIEW GARDEN, KANDY",3,SUPERIOR,Kandy,Gagawata Koralya,Gagawata,80.6196331,7.2874246
HANTAHANA HOLIDAY ROOMS,"NO. 13/B/15/1, N. H. S. HANTANA, KANDY",5,DELUXE,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.6366113,7.2749143
CALM HOMES,"96/9,JANARAJA MAWATHA,HALLOLUWA",4,DELUXE,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,NULL,NULL
OPEN HILL,"86/45 KANDY VIEW GARDEN,GEORGE.E.DE SILVA MAWATHA, KANDY",2,STANDARD,Kandy,Kandy,Kandy Divisional Secretariat,80.6194594,7.2869723
GARDEN REST-KANDY,"3/30,30/3/1/2,VIHARA MW.,SUDUHUMPOLA,KANDY",3,SUPERIOR,Kandy,MC,GANGAWATA KORALAYA,80.6246844,7.2832395
RENUKA INN,"29/261/K, AMPITIYA ROAD, KANDY.",3,SUPERIOR,Kandy,Kandy,Gagawata,80.6483964,7.2849469
NANDANA VILLA,"NO. 6, NANDANA GARDENS, YAHAMPATH MAWATHA, MAHARAGAMA",4,SUPERIOR,Colombo,Maharagama,Maharagama Divisional Secretariat,NULL,NULL
MAHAKANDA HOMESTAY,"MAHAKANDA HOMESTAY,430/14,AMBERSTIYA LANE,SARASAWIGAMA ROAD,MAHAKANDA,PERADENIYA,KANDY",2,SUPERIOR,Kandy,Gagawata Koralya,Gagawata,NULL,NULL
VILLA AVIKSHA,"88 PUBUDU MAWATHA , MADIHA , MATARA",3,STANDARD,Matara,Matara,Matara Divisional Secretariat,80.512295,5.937323
MISTY HILLS,"37, UDA PERADENIYA, PERADENIYA",1,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,80.6049198,7.2657901
DAMMIKA HOME,"19 (27/7) SANGAMITTA AVENVE, OFF SRI DHARMPALA ROAD, MOUNT LAVINIA",3,STANDARD,Colombo,Colombo,Colombo Divisional Secretariat,79.8641082,6.8435879
DWARA,"367/3, 2ND LANE, JINASENA MAWATA, MAHARA, KADAWATHA.",2,STANDARD,Colombo,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
DREAM STAY,"25/8, GLASSAUGH ROAD, NANU OYA, NUWARA ELIYA",3,STANDARD,Nuwara Eliya,Nuwara Eliya,Mahaoya Divisional Secretariat,80.7431439,6.9428324
RYAN HOLIDAY INN,"NO.20, SAMARAWEERA PLACE, WELIGAMA.",1,STANDARD,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,NULL,NULL
SPRING FLOWER RESIDENCE,"NO.115/45, NICHOLAS MARCUS MAWATHA, 7TH LANE, NEGAMBO",2,STANDARD,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
NEGAMBO GREEN VILLA,"105/B, ANDERSON ROAD, NEGAMBO.",2,SUPERIOR,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
VILLA JASMINE,"NO.11, ST. ANTHONY'S ROAD, ETHTHUKALA, NEGAMBO.",2,SUPERIOR,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
SHERENES HOME STAY,"87/5, DAMMA DASSI MAWATHA, KANDY.",2,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,80.6359503,7.305467
CHANDI,"117/24B, PERIS MAWATHA,KALUBOWILA.",2,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL
KANDY RIVER BREEZE,"324A, HEWAHETA ROAD, THALWATTA, KANDY.",3,SUPERIOR,Kandy,Gagawata Koralya,Gagawata,80.6523487,7.2915244
JUNGLE VIEW,"NO.55,CIRCULAR ROAD,HANTHANA HOUSING SCHEME,HANTHANA,KANDY.",3,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,80.635864,7.281025
SUWANI PINNAWALA HOME STAY.,"PINNA LANDA WATTA,BATHABURAYA,RAMBUKKANA.",3,STANDARD,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,80.383586,7.3007563
PRIYAMANI HOME STAY,"NO.227/A, PATHAHENA, ESSELLA, VEYANGODA.",5,SUPERIOR,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,NULL,NULL
SOPHIE HOUSE,"567/3, DEWANIYAGAHA WATTA, NARIGAMA, HIKKADUWA.",5,SUPERIOR,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.1063005,6.1257824
DAMITH HOME STAY,"NO.06, 'SAMAGIYA', MADAKETIYA ROAD, TANGALLE.",2,SUPERIOR,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.793972,6.029473
AMRITA,"36, POLWATTHA, AMPITIYA, KANDY.",3,SUPERIOR,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.661261,7.268781
MOUNT REPUBLIC,"NO.06, LILIAN AVENUE, MOUNT LAVINIA.",5,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,79.8641105,6.8330424
NATURE,"NO.138/A,WELIGAMPITIYA, POKUNUWITA.",3,SUPERIOR,Kalutara,Horana Pradeshiya Sabha,Horana Divisional Secretariat,80.030032,6.732221
KANDY HOLIDAY RESIDENCE,"NO.19/5,P.L.P.ALWIS MAWATHA,LEWELLA ROAD,KANDY.",3,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,80.6471513,7.2960543
AMUURA BEACH HOUSE,"NO.36, MARADANA ROAD, BANDARAWATTA, BERUWALA.",5,SUPERIOR,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.974822,6.469276
DIYESTA TRAVELER,"NO. 03, DIYADOLAWATTA, HABARAKADA, THAWALAMA.",2,STANDARD,Galle,Dickwella,Thawalama Divisional Secretariat,NULL,NULL
REKAWA VIEW HOME STAY,"NO 62, POKUNAGODA, REKAWA-EAST, NETOLPITIYA, TANGALLE.",1,STANDARD,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,NULL,NULL
WIJESINGHE HOUSE,"NO.04,RAJAGIRIYA UDYANAYA,NAWALA ROAD,RAJAGIRIYA.",3,SUPERIOR,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,NULL,NULL
SURF DREAM HOUSE,"NO.172, MAIN STREET, WELIGAMA.",2,STANDARD,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,NULL,NULL
VELAPURA RIVER GARDEN,"3/57, MIRISHENA, ETHANAMADALA, KALUTARA-NORTH.",1,STANDARD,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
RAVEENA HOME STAY,"""RAVEENA"", NO.11, YASODARA SCHOOL ROAD, MODARAPATUWATHA, DODANDUWA.",2,STANDARD,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,NULL,NULL
VILLA SEPALIKA,"DEWUNDARA WATTA,GIRIGALA,HABARADUWA.",2,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
FALCY ESTATE,"FALCY ESTATE, AGALLIYA, BADDEGAMA.",3,STANDARD,Galle,Galle,Galle Divisional Secretariat,80.1849071,6.1990765
SHADOW GREEN,"AIRPORT ROAD, HINGURAKGODA.",4,SUPERIOR,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,NULL,NULL
MALI NIWASA,"NO.126,KITHULAMPITIYA ROAD,KAHADUWAWATTA,GALLE.SRI LANKA",3,STANDARD,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
OPEN SKY,"NO.34,SAMARAWEERA PLACE,WELIGAMA",3,STANDARD,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.4276126,5.9757616
THE MIST,"NO.79/53 B,DODANWALA PASSAGE,KANDY.",1,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
JAYASWIN HOLIDAY BUNGALOW,"NO.159,ROBOLGODA,BENTOTA.",3,SUPERIOR,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,NULL,NULL
EMEL BOUTIQUE HOTEL,"NO.15,LURDU MAWATHA,KOCHCHIKADE.",5,DELUXE,Gampaha,Negombo,Negombo Divisional Secretariat,79.8543727,7.2667943
TRANQUILITY NEST.,"NO.405/E/1,MORAGAHAKELE WATTA,ERIYAGAMA,PERADENIYA.",2,SUPERIOR,Kandy,Gagawata Koralya,Gagawata,80.5880353,7.2635801
