Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
KORAGAHA LODGE,"23, KORAGAHA ULPATHA, RANAKELIYA, TISSAMAHARAMA",4,DELUXE,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.332646,6.239433
THISARA HOLIDAY BUNGALOW,"NO83,CONTINENTAL RESIDENSIES,ADNEWS ROAD,PERIYAMULLA,NEGAMBO",4,DELUXE,Gampaha,Negombo,Gampaha Divisional Secretariat,NULL,NULL
KURULU ESTATE,"KURUNDU WATTHA, NAGASPOLA,RAKWANA",2,STANDARD,Ratnapura,Ratnapura,Godakawela Divisional Secretariat,80.643837,6.502264
STAFFORD BUNGALOW,"HALGRANOYA,RAGALA",4,DELUXE,Nuwara Eliya,Nuwara Eliya,Walapane Divisional Secretariat,80.857195,7.011928
SANCHAREE MOUNTAIN VIEW BUNGALOW,"SANASA HOLIDAY RESORT, NO. 495, KANDY ROAD, TOP PASS, NUWARA ELIYA",5,SUPERIOR,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.748229,6.990895
NERALU UYANA VILLAS,"NERALU UYANA ESTATE, NARAWALA, THALGASYAYA, AKMEEMANA, GALLE",1,STANDARD,Galle,Akmeemana,Akmeemana Divisional Secretariat,80.243823,6.099019
VILLA SUKUM,"18, QUAILS RIDGE, VICTORIA GOLF CLUB,DIGANE",6,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.7742644,7.2650791
SKY TERRACE KANDY,20/4 A.B DAMUNUPOLA MAWATHA KANDY,6,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
HAWALLI VILLA,"492/2, PERADENIYA ROAD, KANDY",2,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,80.621635,7.282176
COZY NEST,"9, UPPER DICKSON ROAD, GALLE",2,DELUXE,Galle,Galle,Galle Divisional Secretariat,80.218819,6.038124
PITTANIYA VILLA,"37/14, DAMRUWAN MAWATHA, MIHIRIPENNA, THALPE, GALLE",3,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.27095,6.001739
WELIGAMA GEDARA,"NO 5/6, BANDARANAYAKA MAWATHA, HETTIWEEDIYA, WELIGAMA",3,STANDARD,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.428849,5.977378
APPAS BREEZY HOME STAY,"15, PUTHU MUGATHUWARAM,BATTICALOA",2,STANDARD,Batticaloa,Batticaloa,Manmunai North Divisional Secretariat,81.67473,7.730997
HOTEL TOBIKO,"NO 24, MURUGAPURI ROAD, UPPUVELI, TRINCOMALEE",4,SUPERIOR,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.219524,8.601562
SAFE HEAVEN FAMILY VILLA,"29/248 SHANTHA KUMAR RANASINGHE MW, AMPITIYA RD, KANDY",3,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,80.651097,7.283451
SPD BUNGALOW "WATAWALA LASSANA","MISTY RANGES, HATTON ROAD, WATAWALA.",5,STANDARD,Nuwara Eliya,Ginigathhena,Ambagamuwa Divisional Secretariat,80.546785,6.9323964
VILLA KANCHANA,"WELIKADE,MUHUDU MAWATHA,THALARAMBE,KAMBURUGAMUWA,MATARA",5,DELUXE,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.493827,5.948646
VILLA SEVEN,"NO:07(332/1),JUBILEE LANE,WALANA,PANADURA",3,SUPERIOR,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.905723,6.730944
SERENE VILLA,"245/55 BATUGEDARA MAIN ROAD,RATNAPURA",4,SUPERIOR,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.417443,6.675483
SP TOURS AND REST,"NO:873, HOSPITAL ROAD, JAFFNA",5,STANDARD,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.009362,9.667259
MARGOSA,"STATION ROAD, URELU NORTH, CHUNNAKAM, JAFFNA",5,DELUXE,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.033083,9.746404
PERERA HOME,"133, 16TH LANE,LAKE CITY HOME, JA ELA",3,SUPERIOR,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,80.031847,7.166809
RANNA HOUSE BY FOX RESORT,"NO 2 MODARA ROAD,KAHADAMODARA,RANNA,TANGALLE.",3,DELUXE,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.895067,6.063352
AMBANWALA TOURIST BUNGALOW,"NO 56 AMBANWALA WALAWWA,AMBANWALA,WELAMBODA",4,STANDARD,Kandy,Uhana Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.544006,7.216776
SIHINAYA VILLA,"273,KAPPARATOTA ROAD, KAPPARATOTA,WELIGAMA.",4,DELUXE,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.41658,5.958281
RIVERSIDE SUITES,"52 DUTUGEMUNU MAWATHA, LEWELLA, KANDY",4,DELUXE,Kandy,Kandy,Kundasale Divisional Secretariat,80.651649,7.302483
SAKURA HANA,"NO/34,,PATHMINI PERIS MAWATHA,ALUTHGAMA",3,SUPERIOR,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.99749,6.428556
HOME FROM HOME,"NO 42/2,RUPASIRI MAWATHA,MIRIHANA NUGEGODA",3,DELUXE,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,79.899679,6.864908
MOUNTAIN VILLA RIVERSTON,"PITAWALA,ILLUKKUMBURA,MATALE",3,DELUXE,Matale,Matale,Laggala-Pallegama Divisional Secretariat,80.753128,7.547738
KAYJAY BEACH HOUSE,"OLD PASSIKUDHA ROAD,PASSIKUDHA",6,SUPERIOR,Batticaloa,Kalkudha,Valaichchenai Divisional Secretariat,81.569541,7.919074
HEAVEN BY O,"24/4,YADDEHIMULLA ROAD, UNAWATUNA,GALLE",8,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.244031,6.010155
ANGEL TOWER,"NO 78/8A ,2ND LANE, HEERASSAGALA, KANDY,HEERASSAGALA ROAD,KANDY",4,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,80.633726,7.290572
ROBI GARDEN VILLA,"108,KATANA ROAD,THIMBIRIGASKATUWA, NEGAMBO, SRI-LANKA",4,DELUXE,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,79.858999,7.228002
MADUSANKA HOLYDAY HOME,"NO 15, DIGANA, RAJAWELLA,,",8,STANDARD,Kandy,Kundasle,Kundasale Divisional Secretariat,80.735452,7.296389
PEACE HAVEN RESORTS LIMITED,"GOYAMBOKKA, TANGALLE.",3,DELUXE,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,NULL,NULL
FRENCH LOTUS,"YADDEHIMULLA ROAD,,UNAWATUNA BEACH,,GALLE.",5,DELUXE,Galle,Habaraduwa,Galle Divisional Secretariat,80.242874,6.010178
MONERATENNA,"BACK OF BEYOND,WARNAKULASURIYA MAWATHA,KAHANDAMODARA,RANNA.",7,DELUXE,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.891513,6.069909
JOYOUS COTTAGE,"NO:62,NEELAMMAHARA ROAD, MAHARAGAMA",6,DELUXE,Colombo,Maharagama,Maharagama Divisional Secretariat,79.926314,6.837627
POKKULUWA TEA COTTAGE,"POKKULUWA TEA COTTAGE,POKKULUWA ESTATE,HAPPAWANA WANCHAWALA 80120 GALLE",2,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
AVI GIL VILLAS PRIVATE LIMITED,"THE NUGA HOUSE,WELI ROAD, KABALANA, AHANGAMA,GALLE",6,SUPERIOR,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
TARU VILLAS-RIVER COTTAGE,"111,BENTOTA CIRCULAR ROAD, BENTOTA 80500",2,DELUXE,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.005979,6.418918
