Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
MOULINI HOTEL,"KODIKAMAM NORTH,KODIKAMAM",5,C,Jaffna,Jaffna,Jaffna Divisional Secretariat,NULL,NULL
CEYBANK REST - KATARAGAMA,"TISSAMAHARAMA ROAD,KATARAGAMA.",26,A,Moneragala,Katharagama,Katharagama Divisional Secretariat,81.330985,6.412627
SANULA GUEST HOUSE,"SANULA GUEST HOUSE,BANDARWATHTHA,WATHTHAGAMA,SOUTH DICKWELLA",7,B,Matara,Dickwella,Dickwella Divisional Secretariat,NULL,NULL
THUDUWA CAMP,"SAMAGIPURA,KIRIIBBANWEWA,SEWANAGALA",6,B,Moneragala,Thanamalwila Pradeshiya Sabha,Sewanagala Divisional Secratariat,NULL,NULL
HETTIARACHCHI FAMILY RESTURANT & GUEST HOUSE,"NO 151,MATHUGAMA ROAD,PELAWATHTHA",6,A,Kalutara,Walallawita Pradeshiya Sabha,Walallavita Divisional Secretariat,NULL,NULL
SEA MOON GARDEN GUEST HOUSE,"KALMUNAI ROAD, MAIN STREET, KIRANKULAM 06 NORTH, BATTICALOA",7,A,Batticaloa,N/A,Manmunai Pattu Divisional Secretariat,81.763094,7.613703
VILLA LANKA PEARL,"23/13, GHANATHILAKA MAWATHA, WELLABODA, BALAPITIYA",6,B,Galle,N/A,Balapitiya Divisional Secretariat,NULL,NULL
HOTEL HONEY MOON,"KANDY ROAD,NAVATKULI,KAITHDY.",7,B,Jaffna,Kalmunai,Jaffna Divisional Secretariat,NULL,NULL
SUN RISE GUEST,UDAKALAGAMA.POLONNARUWA ROAD.HABARANA,6,C,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.747548,8.027473
REST HOUSE - BOGAWANTALAWA,"11O.MAIN STREET,BOGAWANTALAWA",3,B,Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,Ginigathhena,80.678775,6.795292
DALAWELLA BEACH RESORT,NO448.DALAWELLA.UNAWATUNA,8,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.259485,6.002037
SARANGA HOLIDAY INN,37.ELLA ROAD.WELLAWAYA.,10,A,Moneragala,Wellawaya,Wellawaya Divisional Secretariat,81.100217,6.733045
NEW GROSVENOR HOTEL,KANDY ROAD.HELAGALA.DANOWITA,8,A,Gampaha,Madurawala Pradeshiya Sabha,Mirigama Divisional Secretariat,NULL,NULL
HOTEL SHANIKA,NO 175.BALAGOLLA.KENGALLA,10,B,Kandy,Kundasle,Kundasale Divisional Secretariat,NULL,NULL
SAYURIMA HOTEL & GUEST HOUSE,"GOVIYAPANA, AHANGAMA",7,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.380499,5.965326
HOTEL SAMENRA,520/5.COLOMBO ROAD.KADUWELA,5,A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,NULL,NULL
GREEN B CORNER,MAKATHMAKANTHY VEETHY.CHAVAKACHCHERI,5,B,Jaffna,Chavakacheri,Chavakachcheri,NULL,NULL
MANDARA ROYAL RESORT,"253, HORAGOLLA, NITTAMBUWA",5,B,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,80.08492,7.134154
COPPENRATH GUEST HOUSE & RESTAURENT,NO 61 A.WIJAYA ROAD.TANGALLE,6,B,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.800652,6.032977
GING OYA LODGE,KAMMALA NORTH.WAIKKALA,6,A,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,NULL,NULL
THUSHARA RESTAURANT & GUEST HOUSE,NO 02.NUWARAELIYA RD.WELIMADA.,6,B,Badulla,Welimada Pradeshiya Sabha,Welimada Divisional Secretariat,80.912443,6.907542
PINE VILLAGE GUEST HOUSE,"VELEGAMA, UVA - THANNA",10,A,Badulla,Haldummulla Pradeshiya Sabha,Haldummulla Divisional Secretariat,NULL,NULL
ROYAL MOUNT HOTEL,NUWARAELIYA ROAD.PARADEKA,7,A,Kandy,Udapalatha,Gampola Divisional Secretariat,NULL,NULL
ROYAL GARDEN RESTAURANT,"903/18, WILLIOM GOPALLAWA MAWATHA, KANDY",25,A,Kandy,Gagawata Koralya,Gagawata,80.61308,7.274373
SIKURU GARDEN HOTEL,KUSUM POKUNA ROAD.DIULANKADAWALA. MEDIRIGIRIYA,8,A,Polonnaruwa,Medirigiriya Pradeshiya Sabha,Medirigiriya Divisional Secretariat,NULL,NULL
PANORAMA HOTEL,"9/3, NAOTUNNA, TALALLA",7,A,Matara,Devinuwara Pradeshiya Sabha,Devinuwara Divisional Secretariat,80.630098,5.946184
AMILA GUEST HOUSE,"NO 5,LOVE LANE.CROSS ROAD,UPPUWELI,TRINCOMALEE",5,C,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.215846,8.594559
PARADISE RESORT,"15/ 8 A, DANGOLLA ROAD, GATAMBE,KANDY",18,C,Kandy,Kandy,GANGAWATA KORALAYA,80.608277,7.270056
DELMAR MOUNT VIEW HOTEL,"NO :213/7, ALADENIYA, WERELLAGAM, KANDY",8,A,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,80.565804,7.337839
DELTHOTA VILLAGE,"154, BOPITIYA ROAD, DELTOTA",8,B,Kandy,Pathahewaheta,Pathahewaheta Divisional Secretariat,80.699216,7.174126
M.B GUEST HOUSE & RESTAURENT,NO :100/2. PALANGATURE. KOCHCHIKADE,5,B,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
RAN SEA HOTEL,"WATTHEGAMA, DICKWELLA.",12,B,Matara,Dickwella,Dickwella Divisional Secretariat,NULL,NULL
HOTEL BINOTA,NO 21. BONAVISTA ROAD. KELEGALA. NUWARA ELIYA,9,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.774704,6.955417
NETHMINI GUEST & REST,"1ST MILE POST ,AMPARA ROAD,SIYABALANDUWA",15,C,Moneragala,Ampara,Moneragala Divisional Secretariat,81.558596,6.918292
PARADISE INN-,"NO 67,GANGABODA ROAD,DELTARA",19,A,Colombo,Kesbewa,Kesbewa Divisional Secretariat,NULL,NULL
CHOYS WATER FRONT RESIDENCE,"NO31,CUSTOM HOUSE ROAD,NEGOMBO",8,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.835564,7.208541
NONAGAMA VILLAGE TOURIST GUEST HOUSE,"NO 275,TANGALLE ROAD,EKKASSE,AMBALANTOTA",7,B,Hambantota,Ambalantota Pradeshiya Sabha,Ambalantota Divisional Secretariat,80.992906,6.114312
HOTEL RED ROSE,"NO 32B,CEMETRY ROAD,KUDAPADUWA,NEGOMBO",7,A,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
THE HAVELOCK PLACE BUNGLOW,"NO 6 & 8,HAVELOCK PLACE,COLOMBO 05",7,A,Colombo,Colombo,Colombo Divisional Secretariat,79.865045,6.885259
GODAGAMA REACH HOTEL,"NO23/3,SAMANALA UYANA, PADUKKA ROAD,GODAGAMA,MEEGODA",18,A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,80.035188,6.84855
COCOON SEA RESORT,"NO 903,GALLE ROAD,DUWE MADARA,KOSGODA",7,A,Galle,balapitiya,Balapitiya Divisional Secretariat,80.022195,6.348125
POWER ZONE GUEST HOUSE,"NO743/1,MATALE ROAD,ALAWATUGODA",5,B,Kandy,Akurana Pradeshiya Sabha,Akurana Divisional Secretariat,80.612297,7.403021
GIRAGALA VILLAGE RESTAURENT,"BANDARAMULLA,MIRISSA",17,B,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.462675,5.943054
SHANGHAI,"SHANGHAI ENTERPRISES,NO 12,FIRST LANE,ANGULANA STATION ROAD,MORATUWA",5,A,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.881909,6.802403
MOUNT WAVES HOTEL,"NO 17-19, DE SERAM ROAD,MOUNT LAVINIA",9,B,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.86475,6.840511
DICKWELLA BEACH HOTEL,"NO.112, MAHAWELA ROAD, DICKWELLA",15,B,Matara,Dickwella,Dickwella Divisional Secretariat,80.69762,5.964324
INDRA HOTEL,"174/3,NADUNA WATTA,RAGAMA ROAD,KADAWATHA",19,B,Gampaha,Gampaha,Gampaha Divisional Secretariat,79.950605,7.002975
NANDANA WIJAYA FOOD & REST,"NO 509,HIGH LEVEL ROAD,WEJERAMA,NUGEGODA",5,B,Colombo,Maharagama,Maharagama Divisional Secretariat,NULL,NULL
RUWALA RESORT,"KALPITIYA ROAD,THIHALIYA,ETHTHALE",6,B,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.735411,8.109541
HOTEL MIHIRA VILLAGE,"ANURADHAPURA ROAD, DETHAWA, AMBANPOLA.",8,A,Kurunegala,Kurunegala,Ambanpola Divisional Secretariat,NULL,NULL
THE ICEBEAR GUEST HOUSE,"95,LEWIS PLACE, NEGOMBO",8,C,Gampaha,Negombo,Negombo Divisional Secretariat,79.840137,7.224388
HANSA HOLIDAY REST,"NO 5/1, WEWALA KANDA, WEWALA - HORANA",15,A,Kalutara,Horana Pradeshiya Sabha,Horana Divisional Secretariat,80.068375,6.701054
INDRANS,"40/5, RAILWAY STATION ROAD, VAVUNIYA",6,C,Vavuniya,Vavuniya,Vavuniya,80.494198,8.752929
MOUNT ROYAL HANTHANA,"NO.02, ATHULGAMA, MATIHAKKA WATHTHA, UDUWELA, HANTHANA",10,A,Kandy,Pahatha Hewaheta,Puliyadda,NULL,NULL
NIPPON VILLA BEACH RESORT,"NO.412/D, GALLE ROAD, WEWALA, HIKKADUWA",26,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.103424,6.128514
STAR HOTEL & RESTAURANT,"MALISANTHY, KARAVEDDY",7,C,Jaffna,Vadamarachchy South West,Karaveddy,NULL,NULL
AANA,"225 A9 RD KANAGARAYANKULAM ,VAVUNIA",10,B,Vavuniya,Vavuniya,Vavuniya,NULL,NULL
HOTEL ASHFORD - NUWARA ELIYA,"WELIMADA ROAD, SEETHA ELIYA, NUWARA ELIYA",20,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.806478,6.934051
BEEMA RESORTS,"NO 9,RANWAN UYANA,MUNGAMA,HORANA",6,B,Kalutara,Horana Pradeshiya Sabha,Horana Divisional Secretariat,NULL,NULL
DIYA ULPATHA TEA GARDEN RESORT,"MAWATHAGODA ROAD,HORAVALA",5,B,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,80.129562,6.472226
SANOREECH HOTEL,"NO :391/1 ,CHILAW ROAD,DALUPOTHA,NEGOMBO",5,A,Gampaha,Kundasle,Negombo Divisional Secretariat,79.850068,7.225966
SAPTHAPADHI,"NO:35, COLOMBO ROAD,MALANGAMA,RATNAPURA",14,A,Ratnapura,Ratnapura,Balangoda Divisional Secretariat,80.383669,6.732908
PAWANA RESTAURANT AND GUEST HOUSE,"NO 90/2, WISHWAKALA ROAD,WISHWAKALAWA,PILIYANDALA",7,B,Colombo,Kesbewa,Kesbewa Divisional Secretariat,NULL,NULL
GREYSTONES VILLA,"""GREYSTONE VILLA"", DIYATALAWA",5,B,Badulla,Haputale,Haputale Divisional Secretariat,NULL,NULL
M.P.S.VILLAGE,"KALUNDEWA ROAD, DAMBULU OYA JUNCTION, DAMBULLA",12,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.677775,7.798769
"AARYA LAGOON ,KALPITIYA","KALPITIYA ROAD,MAMPURI",5,A,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.742325,7.995629
WHITE HOUSE HOLIDAY INN,"15/4,BUTTHALA ROAD,PANGUWATTA GAMA,PASSARA",6,A,Badulla,Badulla,Passara Divisional Secretariat,81.162021,6.933551
MANOMA LEISURE VILLAGE,"NO 165/11 , UPPER LAKE ROAD , NUWARA ELIYA",12,B,Nuwara Eliya,Sri Jayawardenapura-Kotte,Nuwara Eliya Divisional Secretariat,80.785329,6.957035
SEA BREEZE RESTAURANT & GUEST INN,"430,BEACH ROAD,SAINTHAMARUTHU",7,C,Ampara,Kalmunai,Sainthamarathu Divisional Secretariat,81.840089,7.408089
SEVEN ELEVEN HOTEL,"NO:269/L,ARALIYA UYANA,HOKANDARA ROAD,THALAWATHUGODA",11,A,Colombo,Maharagama,Maharagama Divisional Secretariat,79.94153,6.879555
EXCELL HOTEL & RESTAURANT,"MAIN STREET,URUBOKKA",8,C,Matara,Pasgoda Pradeshiya Sabha,Pasgoda Divisional Secretariat,NULL,NULL
FARCRY,"PERAKANATTE, GANGEYAYA, WILGAMUWA, WASGAMUWA",6,A,Matale,Wilgamuwa Pradeshiya Sabha,Wilgamuwa Divisional Secretariat,NULL,NULL
PANWILA CABANAS,"CINNAMON NR.030,PANWILA,80240,HIKKADUWA",6,C,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.123665,6.132364
HAPPY LEONI HOTEL,"NO 329/6,MAHAWELA WATHTHA,5TH LANE,MEHENTHALE ROAD,ANURADHAPURA",10,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.487041,8.353516
SANDADIYA GUEST HOUSE AND RESTAURANT,"DEBARAWEWA LAKE LANE,DEBARAWEWA,TISSAMAHARAMAYA",7,C,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.268153,6.287025
ISURU RESTAURANT,"NO.42/B, KANDY ROAD, GELIOYA",12,B,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.597858,7.216917
TISARA VILLAS,"ADAGEWATTA,DUWAMALALA RD,KATUKURUNDA,HABARADUWA",20,A,Galle,Galle,Habaraduwa Divisional Secretariat,NULL,NULL
NUMBER ONE MIRISSA HOTEL,"NO 1,KOPPARAMULLA,MIRISSA",9,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,NULL,NULL
SEYANA ECO LODGE,"LANKAGAMA,NELUWA,GALLE",6,C,Galle,Galle,Neluwa Divisional Secretariat,NULL,NULL
ROYAL BAR AND HOTEL,"NO 44,KINGS STREET,KANDY",6,A,Kandy,Kandy,Kandy Divisional Secretariat,80.63758,7.295276
AARYA HOTEL,"KOLONGALLA ESTATE,RANDENIYA,HIRIWADUNNA",7,A,Kegalle,Kegalle,Kegalle Divisional Secretariat,80.382392,7.272594
RIMACO HOTEL,"NO 01,COLOMBO RD,KAHATHUDUWA",6,B,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,NULL,NULL
THEVNI RECEPTION HALL AND HOLIDAY RESORT,"216,ARAKWILA,BOPE,PADUKKA",15,A,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,80.14494,6.817573
PLATINUM RESORT,"NEW KANDY ROAD,NELUMKULAMA,ANURADHAPURA",6,A,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
EURO STAR HOLIDAY INN,"KADAWATHA ROAD , ULHITIYAWA , WENNAPPUWA",5,C,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,NULL,NULL
MIRISSA BAY RESORT,"UDUPILA,MIRISSA",9,B,Matara,Uhana Pradeshiya Sabha,Weligama Divisional Secretariat,80.459803,5.944825
NEW CASAROMANA REST,"NO : 03 ,KULIYAPITIYA ROAD ,HETTIPOLA",6,B,Kurunegala,Kurunegala,Kuliyapitiya East Divisional Secretariat,NULL,NULL
GOLDEN VIEW,"NO 68,EGODAWATTA,BORALESGAMUWA",11,B,Colombo,Kesbewa,Kesbewa Divisional Secretariat,NULL,NULL
NICE PLACE RESTURANT & BUNGALOWS,"INAMALUWA,DAMBULLA.",7,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.691631,7.909657
PREMACHANDRA TOURIST HOTEL,"NO 15,NADEE MAWATHA,EGODA UYANA,MORATUWA",10,B,Colombo,Moratuwa,Moratuwa Divisional Secretariat,NULL,NULL
THILINA REST HOUSE,"WADAKADA,NARAMMALA ROAD,KAIKOLE,POLGAHAWELA",7,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,NULL,NULL
SEMILA GREEN GARDEN HOTEL,"NO 152,KODIKARA WATHTHA,MADATUGAMA",8,B,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
TISSA INN,"WELLAWAYA ROAD,TISSAMAHARAMA",12,A,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,NULL,NULL
GREEN WOOD TOURIST GUEST HOUSE,ALIKANDAWATTA ELAHERA,6,B,Matale,Matale,Matale Divisional Secretariat,NULL,NULL
DE SILVA WIND RESORT KALPITIYA,"PUDUKUDUIRUPPU,SEETHAWADI,KALPITIYA",9,B,Puttalam,Puttalam,Puttalam Divisional Secretariat,79.740314,8.230936
TEA BUSH HOTEL,"NO:29,HADDON HILL ROAD,NUWARA ELIYA",9,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.762923,6.962004
GRAND REGENT,"GALKOTUWA, POTHANA, KIMBISSA, SIGIRIYA",12,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.722325,7.934016
"DANYAA RESTAURANT,BAR & ACCOMMODATION","NO.605, BAR ROAD, BATTICALOA",6,C,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,NULL,NULL
THE HIDEOUT SIGIRIYA HOLIDAY RESORT,"PALUTAWA ROAD,RANGIRIGAMA,KIMBISSA",9,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.722329,7.934016
ASVIKA HOTEL,"NO.09, SAWMIYAPURAM, KOTAGALA",14,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.597509,6.916606
NUMBER TWENTY VILLA,"NO 20,MIDDLE STREET,FORT,GALLE",5,B,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
CINNAMON INN,"CINNAMON INN,KONGALA,HAKMANA",5,B,Matara,Matara,Hakmana Divisional Secretariat,NULL,NULL
WIMAL RESORT,"274/24,PARANGIYA WATTA,PEELLAGODA,UNAWATUNA",9,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.248947,6.010034
NOOIT GEDACHT CASTLE O VILLA,"182, MATARA ROAD, UNAWATUNA",38,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
NIL DIYA MANKADA SAFARI LODGE,"C.D.E.PLACE,WALAWEGAMA,UDAWALAWA",5,A,Ratnapura,Embilipitiya,Embilipitiya Divisional Secretariat,80.840427,6.417966
AMAL VILLA,"ROBOLGODA,BENTHOTA",7,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.001058,6.411774
PIGEON ISLAND VIEW GUEST HOUSE,"9TH MILE POST,NILAVELI",12,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.197698,8.686514
CEYLONICA BEACH,"NO 47,LEWIS PLACE,NEGOMBO",10,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.839985,7.222095
PAHAN LANKA FAMILY RESTURANT,"MILLAGAS JUNCTION,PANNIPITIYA,WASKADUWA",6,B,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
CORAL SEAS BEACH RESORT,"N0.346, GALLE ROAD, HIKKADUWA",8,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.100077,6.134225
AMANDA HILLS KANDY,"65, SARANANKARA ROAD, KANDY",12,B,Kandy,Kandy,Kandy Divisional Secretariat,80.641838,7.287181
GAMODH CITADEL RESORT,"LOLUWAGODA ,ELAYAPATHTHUWA,ANURADHAPURA",10,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.364711,8.364036
SANDAELIYA HOLIDAY RESORT AND GUEST HOUSE,"KIRINDA ROAD,KAMBURUPITIYA",9,C,Matara,Kamburupitiya Pradeshiya Sabha,Kamburupitiya Divisional Secretariat,NULL,NULL
THE LAVENDER HOUSE,"HELABODA ESTATE,KATUKITHULA,PUSSALLAWA",5,A,Nuwara Eliya,Nuwara Eliya,Kothmale Divisional Secretariat,NULL,NULL
YALA CARAVAN VILLAGE,"84,GURUGODA,PALATUPANA,KIRINDA,TISSAMAHARAMAYA",8,A,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.372383,6.23996
TISSA WAWU HOTEL,"POTHANAGAMA ,GALWALA ROAD,ANURADHAPURA.",52,A,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
MUTHUWELI BEACH RESORT,"7/1A,NEW GALLE ROAD,EGODAUYANA,MORATUWA",5,B,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.894659,6.73596
MIDKY HOTEL,"NO.405, KANDY ROAD, BAMBARAKELE, NUWARAELIYA",8,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.753551,6.981969
LANTERN,"NO.71,MATARA ROAD,KAMBURUGAMUWA,MATARA.",6,A,Colombo,Colombo,Colombo Divisional Secretariat,NULL,6.879486
NA SEVANA INN,"74,KANDY ROAD,WEWALDENIYA",10,B,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.154731,7.198057
KITESURFING LANKA,"DUTCH BAY ROAD,KANDAKULIYA,KALPITIYA",6,A,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,NULL,NULL
SILVER RING VILLAGE HOTEL,"NO:52/1,KIDAGAMMULLA,GAMPAHA",8,B,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.008895,7.080992
RANDIYATHA HOTEL,"KUNCHIKULAM, IPOLOGAMA, ANURADHAPURA",6,A,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
HOTEL SUNHILL,"NO.18 UNIQUE VIEW ROAD,NUWARAELIYA",15,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.765423,6.963377
ROYAL SEAWIND,"NO 26,BEACH ROOD POLHENA-MATARA.",11,B,Matara,Matara,Matara Divisional Secretariat,80.527579,5.936933
VIKUM AND WARUNIKA HOTELS,"800/11, COLOMBO ROAD, KURANA, NEGOMBO",10,B,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
RIVI RAS HOTEL,"50/2 DE SANAM ROAD,MT LAVINIA.",25,A,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,79.86366,6.836248
DE BLUEMARYEN HOTEL,"NO:78 A,LAKE ROUND,KURUNAGALA",5,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,NULL,NULL
HOTEL MADARA,"KANDY ROAD,THIRAPPANI,ANURADHAPURA",6,B,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
LEON REST,"A 9 ROAD,PIHILLAWATTA,KAWDUPELALLA,MATALE.",6,B,Matale,Matale,Matale Divisional Secretariat,NULL,NULL
AYUBOWAN GUEST HOUSE,"47/55 SCHOOL LANE ETTUKALA,NEGOMBO",6,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.843597,7.235167
SAMREN RESTAURANT,"NO.126, SIRIBOPURA, HAMBANTOTA",12,B,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.126983,6.148158
HOTEL LUX ETOILES,"NO 34,CHETTY STREET LANE,NALLUR,JAFFNA",22,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,NULL,NULL
SEA VIEW HOTELS,"NO.15, SEA VIEW AVENUE, COLOMBO 03",23,A,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
BEVERLY HILLS HOTEL,"NO.27,DE SARAM ROAD,MOUNT LAVINIA",24,B,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,79.86486,6.839056
HILL HOUSE - KANDY,"NO:60/83,INNER CIRCULAR ROAD,ANIWATE,KANDY",11,A,Kandy,Kandy,Kandy Divisional Secretariat,80.650322,7.283531
ARALIYA INN,"NO:20/1B,SRI SUMANGALA MAWATHA,POLGAHAWELA",7,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.62592,7.291109
SERGEANT HOUSE,"NO:381,MATARA ROAD,GANAHENA,UNAWATUNA,GALLE",5,A,Galle,Galle,Galle Divisional Secretariat,80.253185,6.006796
NEPTUNE RESTAURANT AND GUEST HOUSE,"NO.484, PELENE, WELIGAMA",20,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,NULL,NULL
IMAGINE LEISURE,"234,EKANAYAKAWATTA,KAMBURUGAMUWA",9,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,NULL,NULL
OAK-RAY ORCHID REST,"NO.291, SIRIMAVO BANDARANAYAKE MAWATHA, KANDY",6,B,Kandy,Kandy,GANGAWATA KORALAYA,NULL,NULL
OPULENT RIVER FACE HOTEL,"NO 166,KOSWATTA ROAD,NAWALA,RAJAGIRIYA",15,A,Colombo,Colombo,Colombo Divisional Secretariat,79.901574,6.901552
RAJANAWA HERITAGE RESORT,"HILBURN WATTA,MARAPANA,RATHNAPURA",10,A,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.432552,6.664646
FIRE DRAGON GUEST HOUSE,"111/05,ST ANN'S LANE,PALANGATHURE,KOCHCHIKADE,NEGOMBO",7,A,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
SEVANA CITY HOTEL,"NO 84,PERADENIYA ROAD,KANDY",15,A,Kandy,Kandy,Kandy Divisional Secretariat,80.63163,7.291993
PALMYRAH HOUSE,"THALAIMANNARAMA ROAD, KARISAL, MANNAR",5,A,Mannar,Jaffna,Manmunai North Divisional Secretariat,79.848231,9.064469
DIYAMBA BEACH RESORT,"KANDAKULIYA BEACH ROAD,KANDAKULIYA,KALPITIYA.",8,B,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.713051,8.215804
ROYAL BEACH HOTEL,"35/1,SRI DHARMAPALA ROAD,MT.LAVINIA",8,B,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,NULL,NULL
PURPLE SUN HOLIDAY RESORT,"NO 66/20,NEW RATHNAPURA ROAD,AVISSAWELLA",21,A,Colombo,Colombo,Hanwella,80.211651,6.947997
HURULU SEVENA HOTEL,"JAYAMPATHIE,KAHATAGASDIGILIYA.",13,C,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
LIVING HERITAGE KOSLANDA,"EGODAWATTE ESTATE,NAULLA,KOSLANDA,UVA",5,A,Badulla,Badulla,Badulla Divisional Secretariat,81.0215135,6.7299126
MAS VILLA,"PAHALA WALAWWWA,MASWELA,KOTHMALE",7,A,Nuwara Eliya,Nuwara Eliya,Kothmale Divisional Secretariat,NULL,NULL
COOP INN,NO 350 TRINCOMALEE ROAD BATTICALOA,12,B,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.690772,7.725563
AMAGI BEACH,"BEACH ROAD,MARAWILA",10,A,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,79.81656,7.414444
HOTEL SEE KANDY,"NO:38/14,RAJAPHILLA MAWATHA,KANDY",6,A,Kandy,Kandy,Kandy Divisional Secretariat,80.64072,7.287999
HARTLAND CITY,"PUWAKWATTA JUNCTION,PADUKKA ROAD,MEEGODA",5,B,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,NULL,NULL
MOONSTONE VILLAS,"336, MATARA ROAD, TANGALLE",7,B,Hambantota,Hambantota,Hambantota Divisional Secretariat,80.79178,6.019395
