Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
HOTEL SUMADAI,"NO. 61, BANDARAWATHTHA, BERUWALA",21,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.975532,6.467535
VILLA PALMA BEACH RESORT,"BEACH ROAD, PAMUNUGAMA, JA-ELA",19,A,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,79.84844,7.085179
AIR LINK REST INN,"NO. 580, NEGOMBO ROAD, SEEDUWA",15,A,Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat,79.877075,7.12633
AUBRONA HOTEL,"NO. 81, NEW ROAD, HUNUPITIYA WATTALA",50,A,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,79.907996,6.982729
HOTEL DHAMMIKA,"YADDEHIMULLA ROAD, UNAWATUNA, GALLE",6,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.246331,6.009779
AMICO RESTAURANT AND GUEST HOUSE,"NO. 138/1, GAMPOLA ROAD, NAWALAPITIYA.",5,B,Kandy,Pasbage Korale Pradeshiya Sabha,Koralai Pattu Divisional Secretariat,NULL,NULL
AMALYA REACH RESORT,"NO. 556, MORAGAHAHENA ROAD, PITIPANA NORTH, HOMAGAMA",16,A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,80.021092,6.840281
ASIAN JEWEL HOTEL,"""FIELD VIEW"", BADDEGAMA ROAD, NALAGASDENIYA, HIKKADUWA",7,B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.118417,6.14168
NIPPON INN,"NO. 466, ARTIGALA ROAD, MEEGODA",6,A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,NULL,NULL
TRANSEND HOLIDAY RESORT,"""THUSITHA"" , SIYAMBALAGODA, POLGASOWITA",5,B,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,NULL,NULL
LEOPARD DEN,"WILPATTU JUNCTION, PAHALAMARAGAHAWEWA",12,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.202998,8.260678
NEW EVEREST CHINESE RESTAURANT AND GUEST HOUSE,"NO. 11/3, MANKADA ROAD, KADAWATHA",8,A,Gampaha,Biyagama Pradeshiya Sabha,Biyagama Divisional Secretariat,NULL,NULL
NEW IMPERIAL GUEST HOUSE,"NO. 500, GALLE ROAD, WEWALA, HIKKADUWA",5,B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.10559,6.127181
SADAMIN GUEST HOUSE,"NO. 11, WEWELDUWA ROAD, HUNUPITIYA, WATTALA",10,A,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,NULL,NULL
NADEESHA HOLIDAY INN AND RESTAURANT,"MATHARA ROAD, KAMBURUPITIYA",6,B,Matara,Kamburupitiya Pradeshiya Sabha,Kamburupitiya Divisional Secretariat,NULL,NULL
NEDAGAMUWA VILLAGE INN,"NO. 76, UDUGAMPOLA ROAD, NEDUGAMUWA, KOTUGODA",7,A,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,79.94518,7.122843
NEW DRAGON RESTAURANT AND GUEST HOUSE,"NO. 448, GALLE ROAD, NALLURUWA, PANADURA",5,B,Kalutara,Panadura Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
DIYALUMA FALLS INN,"NO. 14, DIYALUMA, KOSLANDA",9,A,Badulla,Haldummulla Pradeshiya Sabha,Haldummulla Divisional Secretariat,81.030733,6.72828
NATHALIA TOURIST HOTEL,"NO. 636/1, LIYANAGEMULLA, SEEDUWA",12,B,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.874098,7.146048
RAASHI LAKE RESORT,"374/4, GALLE ROAD, GORAKANA, KESELWATTE",16,B,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.896623,6.764255
HOTEL THUSHARA,"WELIMADA ROAD, BORALANDA",10,B,Badulla,Welimada Pradeshiya Sabha,Welimada Divisional Secretariat,NULL,NULL
SRI GEMUNU GUEST HOUSE,"DALAWELLA, UNAWATUNA, GALLE",20,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.262016,6.000509
VICTORIYA REACH TOURIST GUEST HOUSE,"133/2, HANGURANKETHA ROAD, GURUDENIYA.",6,B,Kandy,Kandy,Kandy Divisional Secretariat,80.673613,7.275099
VICTORY INN,"NO. 65, WELLAWAYA ROAD, MONARAGALA",12,A,Moneragala,Thissamaharama,Moneragala Divisional Secretariat,81.347934,6.868747
VARNIAS BEACH VILLA,"NO. 6/1, SEA VIEW ROAD, LEWIS PLACE, NEGOMBO",6,A,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
SUMMER CLUB,"RIVER VIEW ROAD, HIRANA, PANADURA",5,B,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.945353,6.743163
SASELL GUEST HOUSE,"NO. 224, OLD GALLE ROAD, PALLIMULLA, PANADURA",8,A,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,NULL,NULL
SANHINDA REST,"NO. 10, REGIS ILLEPERUMA MAWATHA, ULUVITIKE, GALLE",5,B,Galle,Bope,Bope-Poddala Divisional Secretariat,NULL,NULL
SOLIS TOURIST GUEST HOUSE,"NO. 533 1/1, NAWALA ROAD, RAJAGIRIYA",14,A,Colombo,Sri Jayawardenapura-Kotte,Colombo Divisional Secretariat,NULL,NULL
SOUTH BEACH RESORT,"POLOYAMODARA WATTHA, KATHALUWA, AHANGAMA",22,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.336367,5.982629
ST. LACHLAN HOTEL AND SUITES,"NO. 25, ST ANTHONYS LANE, ETHUKALA, NEGOMBO",16,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.842631,7.24018
SEA VIEW GUEST HOUSE,"DEVALA ROAD, UNAWATUNA, GALLE",12,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.243747,6.010399
SANOWIN GUEST HOUSE AND RESTAURANT,"NO. 223/1, KANDALANDU, HIGH LEVEL ROAD, HOMAGAMA",5,B,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,NULL,NULL
RAINBOW BEACH VILLA,"NO. 30/1, DHARMAPALA ROAD, MOUNT LAVINIA",18,B,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,NULL,NULL
SERENE BRIDGE RESORT,"NO. 182/2, HIGH LEVEL ROAD, WATARAKA, PADUKKA",10,A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,80.078141,6.854048
HOTEL MIYORA,"YATIBERIYA, PITAWALA, NAWALAPITIYA",22,A,Nuwara Eliya,Nawalapitiya,Nuwara Eliya Divisional Secretariat,80.43517,6.990179
OLD FASHION GUEST HOUSE,"NO. 18, GAMPAHA ROAD, AMBAGAHAWATTA, MINUWANGODA",5,B,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,79.94703,7.163702
HOTEL WINDSURF,"NO. 15A, DE ZOYSA AVANUE, MOUNT LAVINIYA",12,B,Colombo,Colombo,Ratmalana Divisional Secretariat,NULL,NULL
HIDEAWAY RESORT,"ULLE, POTTUVIL",13,B,Ampara,Ampara,Pottuvil Divisional Secretariat,81.831908,6.841615
SUNRAY INN,"NO. 156, KANDY ROAD, DAMBULLA",8,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.652218,7.861287
OCEAN VIEW TOUR INN,"NO. 34/4, DE SERAM ROAD, MOUNT LAVINIYA",23,A,Colombo,Colombo,Mount Lavinia,79.863653,6.839774
GREEN INN RESTAURANT,"NO.60, KANDY ROAD, CHUNDIKULI, JAFFNA",7,B,Jaffna,Jaffna,Aluthgama,80.027023,9.660214
NEW GREEN INN RESTAURANT,"NO.258/3, KANDY ROAD, JAFFNA",7,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.027023,9.660209
PILLAIAR INN AND PILLAIAR STORES,"NO. 31, MANIPAY ROAD, JAFFNA",22,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.009551,9.670069
NILARA INN,"AMBAGAMUWA, UDABULATHGAMA",12,A,Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,Ambagamuwa Divisional Secretariat,NULL,NULL
JAYS HOLIDAY RESORT,"THREESINGHAGAMA, MORAGASWAWE, HABARANA",8,A,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.76564,8.029694
HOTEL REFRESH,"KATHARAGAMA ROAD, PUNCHI AKURUGODA, THISSAMAHARAMA",5,A,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,NULL,NULL
J.CS VILLAGE,"NO. 175, KANDY ROAD, KAPUWATTA, DAMBULLA",12,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.655484,7.838936
JAFFNA CITY HOTEL,"NO. 70/06, K. K. S ROAD, JAFFNA",8,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.009635,9.665792
JOES HABARANA VILLAGE,"NO. 107, MILE POST, KIMBISSA.",12,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.72963,7.997661
NATURE TRAILS HOTEL,"NO. 234, POLONNARUWA ROAD, GIRITHALE",6,B,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.959299,8.029267
SUPERSTAR TOURIST INN,"NO. 23/1, YARD ROAD, KALMUNAI 01",15,B,Ampara,Kalmunai,Kalmunai Divisional Secretariat,81.824219,7.420669
HOTEL SANSU,"NO.651/31- B, ELVITIGALA MAWATHA, COLOMBO 05",18,A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.877542,6.888832
KINGDOM REST INN,"NO. 174/3, MEEPE JUNCTION, PADUKKA",5,B,Colombo,Colombo,Padukka Divisional Secretariat,NULL,NULL
CEYLAN HOTEL,"""IVIES B"",HATTON ROAD,YATIYANTOTA",11,A,Kegalle,Yatiyantota Pradeshiya Sabha,Kegalle Divisional Secretariat,NULL,NULL
GREEN GRASS HOTEL & RESTAURANT,"NO. 33, ASEERVATHAM LANE, HOSPITAL ROAD, JAFFNA",25,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.021882,9.664293
K. J SENIOR CITIZENS RECREATION CLUB,"NO:100 E,BOPITIYA ROAD,USWETAKEIYAWA",7,B,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,NULL,NULL
OCEAN DREAMS HOTEL,"JANISGEWATTA,""ARANWALA"",MATARA RD,AHANGAMA",13,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.376404,5.966579
ROYAL GRAND HOTEL AND RESTAURANT,"PUTTALAM ROAD ,KELIMUNE,MAHAKELIYA",6,A,Kurunegala,Wariyapola Pradeshiya Sabha,Bamunakotuwa Divisional Secretariat,NULL,NULL
S.T .RAAJ RESTAURANT AND GUEST HOUSE,"OLD HOSPITAL ROAD,AKKARAIPATTU-09",6,C,Ampara,Ampara,Alayadiwembu Divisional Secretariat,81.856883,7.206247
WASANTHA GUEST HOUSE & RESTAURANT,"AMBALANGODA ROAD,ELPITIYTA.",18,B,Galle,Ambalangoda,Elpitiya Divisional Secretariat,80.054295,6.232812
SEVENTH HEAVEN HOTEL,"26TH MILE,KANDY ROAD,NITTAMBUWA.",14,B,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,NULL,NULL
LALUNA HOTEL,"NO.6,KALUWAMODARA,ALUTHGAMA.",14,B,Kalutara,Aluthgama,Aluthgama,79.994732,6.435952
BEACH VIEW GUEST HOUSE,"LION PUB,220 GALLE ROAD,MOUNT LAVINIA.",14,B,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,NULL,NULL
HOTEL SELLA REST,"NO.46, KANAKAPURAM ROAD, UTHAYANGAR WEST, KILINOCHCHI.",10,B,Kilinochchi,Karachchi,Karachchi,80.396111,9.383397
TAPROSPA "TISSA","NO.15,TISSAWEWA ROAD,TISSAMAHARAMA.",15,A,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.290697,6.291296
PALACE MIRISSA,"KOPPARAMULLA,MIRISSA.",13,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.454304,5.94293
LOON TAO,"43\12 BEACH ROAD,MOUNT LAVINIA.",5,B,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,79.863186,6.839039
BEACH HOTEL BLACK ORCHID,"GALLE ROAD, KIKAWALA, INDURUWA",10,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.009809,6.381604
CHAYANIKA BEACH HOTEL,"NO. 21, FONSEKA LANE, KALUTARA NORTH",22,A,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.954171,6.595533
SERENDIPITY HOLIDAY RESORT,"NO. 73/1 A, KALAVILAWATTA, KALUWAMODARA, ALUTHGAMA",9,B,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.989221,6.447703
SEOUL HOTEL,"NO.72, ORUTHOTA ROAD, GAMPAHA",5,B,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
SANDAKELUM TOURIST GUEST HOUSE,"NO. 29, PARK AVANUE, DANGOLLA, KANDY",13,A,Kandy,Kandy,Kandy Divisional Secretariat,80.61017,7.267498
DAMBULLA REST HOUSE,DAMBULLA,4,B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
HANWELLA REST HOUSE,HANWELLA,8,B,Colombo,Seethawaka Pradeshiya Sabha,Seethawaka Divisional Secretariat,80.082467,6.910321
HABARANA REST HOUSE,HABARANA,4,B,Anuradhapura,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
REGGIES GUEST HOUSE AND RESTAURANT,"NO.177,PORUTHOTA ROAD,PALAGATHURAI,KOCHCHIKADE,NEGOMBO.",10,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.841888,7.249863
AYURVEDA SHUNYATA VILLA,"NO:660/A,GALLE ROAD,GALABODA,INDURUWA",5,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.008527,6.384861
SIGIRIYA REST HOUSE,SIGIRIYA,14,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
MEDAWACHCHIYA REST HOUSE,MEDAWACHCHIYA,4,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.415532,8.323678
KITHULGALA REST HOUSE,KITHULGALA,19,A,Kegalle,Yatiyantota Pradeshiya Sabha,Yatiyanthota Divisional Secretariat,80.405998,6.995549
POLONNARUWA REST HOUSE,POLONNARUWA,10,A,Polonnaruwa,Tamankaduwa Pradeshiya Sabha,Thamankaduwa Divisional Secretariat,NULL,NULL
BAY INN,WELIGAMA,10,B,Matara,Weligama,Weligama Divisional Secretariat,NULL,NULL
BELIHULOYA REST HOUSE,BELIHULOYA,15,A,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.769503,6.717253
CHANUKA TOURIST GUEST HOUSE,"NO:29,FRANCES ROAD,WELLAWATTA,COLOMBO 06",10,B,Colombo,Colombo,Colombo Divisional Secretariat,79.858306,6.875813
BROOKSIDE NATURE RESORT,"ELKADUWA,WATTEGAMA",16,A,Kandy,Kandy,Pathadumbara Divisional Secretariat,NULL,NULL
GOLDEN COCONUT CABANAS,"WELLADDAYA,REKEWA,RANNA",5,B,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,NULL,NULL
SINEL GUEST HOUSE,"NO:172/14,MEEPE WATTE,MEEPE,PADUKKA",10,B,Colombo,Seethawaka Pradeshiya Sabha,Padukka Divisional Secretariat,NULL,NULL
KAMVELTA HOLIDAY RESORT,"KINDELPITIYA JUNCTION,WELMILLA,BANDARAGAMA",6,A,Kalutara,Bandaragama Pradeshiya Sabha,Bandaragama Divisional Secretariat,79.957457,6.751599
ELEMENTS WATER SPORTS & NATURE RESORT,"KAPPALADY,KALPITIYA.",5,B,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.705919,8.134297
GUNNERS' CLUB,"ARTILLERY COMPLEX ,MINNERIYA",16,A,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.90291,8.061251
THE OCEAN PEARL HOTEL NEGOMBO.,"NO:262,PORUTHOTA ROAD,PALAGETHURE,KOCHCHIKADE.",12,C,Gampaha,Negombo,Negombo Divisional Secretariat,79.842497,7.254093
NEW YORK BEACH CLUB,"PORUTHOTA ROAD,NEGAMBO",5,C,Gampaha,Negombo,Negombo Divisional Secretariat,79.84165,7.238395
B.N.C GUEST HOUSE,"POLKOTUWA,GALLE ROAD,BERUWALA",13,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.983553,6.482415
A9 SPOT,"158,A9 ROAD,THONDAMAN NAGAR, KILINOCHCHI.",8,A,Kilinochchi,Karachchi,Karachchi,80.408421,9.360176
SUN AND MOON RESORT,"104/8, GALLE ROAD, KALUWAMODARA, ALUTHGAMA.",8,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.994143,6.438851
HOTEL KINTOP,"UKOWITA,UDUGAMA",12,B,Galle,Galle,Nagoda Divisional Secretariat,NULL,NULL
CLUB PENTHOUSE ISLAND RESORT,"NO:22/1,TUDUWA JUNCTION,DAMPE ,PILIYANDALA",8,A,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.924172,6.756206
APSARA RESORT,"539,KANDY ROAD,MALWATTA, NITTAMBUWA.",10,A,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,80.07915,7.133494
SHANTHI GUEST HOUSE,"DALAWELLA,UNAWATUNA,GALLE.",13,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.261613,6.000796
CHANDRA GUEST HOUSE,"NO:92,MAIN STREET,TANGALLA",25,B,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,NULL,NULL
MAWELLA BEACH RESORT,"MAHAWELA ROAD,MORAKETIYA,NAKULUGAMA,TANGALLE",10,B,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.747598,5.999027
GRAND ELLA MOTEL,ELLA,14,A,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.049067,6.871321
HOTEL NILKETHA VILLA,"NO:139,OLD MIHINTALE ROAD,ANURADHAPURA",15,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.411506,8.354155
RICHMOND GUEST HOUSE,"NO:5/1/1,BANDARANAYAKA MAWATHA,RATHNAPURA",5,A,Ratnapura,Ratnapura,Mawanella Divisional Secretariat,NULL,NULL
BIG JOHN GUEST HOUSE,"NO. 47, ALBERT PLACE, DEHIWALA,",17,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.860757,6.858268
CONCORD GUEST HOUSE,"NO. 141, GALLE ROAD, DEHIWALA",30,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.865687,6.855363
HOTEL ELEPHANT BAY,"PINNAWALA, RAMBUKKANA",20,A,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,80.38509,NULL
HORIZON TOUR INN,"NO. 204/8, GANEMULLA ROAD, BATAGAMA NORTH,WELIGAMPITIYA, JA-ELA",10,A,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
SEA VIEW HOTEL & GUEST HOUSE,"10TH MILE POST, GOPALAPURAM, NILAVALI, TRINKOMALEE",11,A,Trincomalee,Trincomalee,Kuchchaveli Divisional Secretariat,79.915124,6.688123
POLLAN HOTEL AND GUEST HOUSE,"NO. 201, ANURADHAPURA ROAD, THAMBUTTEGAMA",20,A,Anuradhapura,Talawa Pradeshiya Sabha,Anuradhapura East,NULL,NULL
RIVER VIEW WATSALA INN,"ADAMSPEAK, DELHOUSE, MASKELIYA",31,B,Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,Nuwara Eliya Divisional Secretariat,80.526538,6.827108
SIGN OF LIFE RESORT,"ATURUWELLA, INDURUWA",9,B,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.009084,6.377266
DREAM RESTAURANT & GUEST HOUSE,"NO. 453, MATARA ROAD, DEAWATA, KATUGODA, GALLE",16,B,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
KANDYAN ARTS RESIDENCY,"NO: 839, PERADENIYA ROAD, KANDY",13,A,Kandy,Kandy,Gagawata,80.615529,7.276996
RASILKA HOTEL,"NO. 435, GALLE ROAD, WADDUWA",12,B,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,NULL,NULL
SAMARATHUNGA CITY INN,"MATARA ROAD, KAMBURUPITIYA",11,B,Matara,Matara,Kamburupitiya Divisional Secretariat,NULL,NULL
K.G.A.ARIYAWAN REST,"K.P.66, 1ST AVANUE, NAWAGAMPURA,AMPARA.",31,A,Ampara,Ampara,Ampara Divisional Secretariat,81.69295,7.294888
NETHMINA GUEST HOUSE,"82\35,UDARA MAWATHA,AKURESSA",7,B,Matara,Akuressa Pradeshiya Sabha,Akuressa Divisional Secretariat,NULL,NULL
HAPPY GUEST HOUSE,"NO:190/4,NEW ROAD,HUNUPITIYA,WATTALA",35,A,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,NULL,NULL
GAMPAHA VILLAGE INN,"NO.63/28 A, WEERA KEPPETIPOLA MAWATHA, BANDARAWATTA ESTATE, GAMPAHA.",14,A,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
KETHUMATHIYA GUEST HOUSE,"1ST MILE POST, BEMMULLA, YAKKALA.",12,C,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
LIYANKA GUEST HOUSE,"NO:110/1,SRI DEVANANDA ROAD,PILIYANDALA.",6,B,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.918339,6.803928
SINLEKA REST,"NO.573,MORAGAHAHENA ROAD, PITIPANA SOUTH, HOMAGAMA.",5,C,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,NULL,NULL
DINARA GUEST HOUSE,"269,GALLE ROAD,MASSALA,BERUWALA",7,B,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,NULL,NULL
ASIRI REST HOUSE,"242,WIJENAYAKE MAWATHA,EHELIYAGODA.",5,A,Ratnapura,Eheliyagoda Pradeshiya Sabha,Eheliyagoda Divisional Secretariat,79.95363,6.596046
ARALIYA HOTEL,"GALLE ROAD, KALUWAMODARA, ALUTHGAMA.",20,A,Kalutara,Aluthgama,Aluthgama,NULL,NULL
BLUE RAKERS GUEST AND RESTUARANT,"NO.103,DOCTOR N.M PERERA MAWATHA,BORELLA,COLOMBO 08.",5,B,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,NULL,NULL
BASTIAN HOTEL,"37/11,KANDY ROAD,JAFFNA",13,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.025745,9.659292
LAVENDISH BEACH RESORT,"GANAHENA,UNAWATUNA,GALLE",15,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.252783,6.007163
BOPATH FALLS RESTAURANT,"KEERAGALA, KURUWITA.",6,A,Ratnapura,Kuruwita Pradeshiya Sabha,Kuruvita Divisional Secretariat,NULL,NULL
BRIGHT BRAVO HOTEL,"3RD FLOOR,MUNICIPAL SHOPPING COMPLEX,KURUNEGALA",12,A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.36472,7.487292
BEACH VIEW TOURIST GUEST HOUSE,"57,PORUTHOTA RD,ETHUKALA,NEGOMBO",15,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.840878,7.227449
BEERIDEWALA ESTATE BUNGALOW,"DEEVILLA RD,ALUVIHARA,MATALE",5,A,Matale,Matale,Matale Divisional Secretariat,NULL,NULL
BADULLA NEW TOURIST INN,"122, MAHIYANGANA ROAD, BADULLA.",10,B,Badulla,Badulla,Badulla Divisional Secretariat,NULL,NULL
CENTAURIA HILL RESORT,"305/2, COLOMBO ROAD, WERALUPA, RATHNAPURA.",14,A,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.390439,6.697089
CHANDIMA GUEST HOUSE.,"MAIN STREET, ELPITIYA.",5,B,Galle,Galle,Elpitiya Divisional Secretariat,NULL,NULL
CRYSTAL VILLAS,"GALLE - MATARA ROAD, PELENA, WELIGAMA.",6,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.429656,5.975737
NEW CHAMARA REST,"7/5,KARAUKETIYA ROAD,BALANGODA.",11,B,Ratnapura,Balangoda,Balangoda Divisional Secretariat,80.699252,6.646762
CEYBANK REST - ANURADHAPURA,"JAYANTHI MAWATHA, ANURADHAPURA.",20,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.4077,8.340685
JAGATH CABANA INN,"50, ACRE BLOCK, HALWATHURA ESTATE, INGIRIYA.",8,B,Kalutara,Bulathsinhala Pradeshiya Sabha,Bulathsinhala Divisional Secretariat,NULL,NULL
JKAB PARK HOTEL,"NO.93, LOVE LANE, NILAVELI ROAD, TRINCOMALEE.",13,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.216748,8.593913
DESHAKA GATEWAY HOTEL,"37/1, NEGOMBO ROAD, GIRIULLA.",5,B,Kurunegala,Pannala Pradeshiya Sabha,Pannala Divisional Secretariat,NULL,NULL
DEE ELLA TOURIST INN,"HELAGALA, DANOWITA, WARAKAPOLA.",8,B,Gampaha,Gampaha,Mirigama Divisional Secretariat,NULL,NULL
DEPHANI BEACH GUEST HOUSE & RESTAURANT,"189/15,LEWIS PLACE,NEGOMBO",12,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.839924,7.22777
DALMANUTA,"21, MEEGAMA, ROAD, WARAPITIYA, DHARGATOWN.",9,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,80.022022,6.434796
DHANAWWA TOURIST RESORT,"NO:46,COLOMBO ROAD,MALPITIYA,BOYAGANE",5,A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.341247,7.443756
DEUTSCH LANKA HOTEL & RESTAURANT,"GODAGAMA, THELWATTA",10,B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,NULL,NULL
FLOWER VILLA GUEST HOUSE,"223, KADURUDUWA ROAD, GORAKANA, PANADURA.",5,B,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,NULL,NULL
FLAMINGOS BUNDALA SAFARI GUEST HOUSE,"WELLAWAYA ROAD, WEERAWILA, THISSAMAHARAMAYA.",8,B,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,NULL,NULL
EAGLE NEST HOLIDAY INN,"NO.159, LOWER STREET, BADULLA.",10,B,Badulla,Badulla,Badulla Divisional Secretariat,NULL,NULL
GALKIRIYAGAMA VILLAGE,"NO.23, NEW, TOWN, GALKIRIYAGAMA.",5,B,Anuradhapura,Palagala Pradeshiya Sabha,Anuradhapura East,NULL,NULL
GANGA GARDEN,"126/27, GALLE ROAD, KALUWAMODARA, ALUTHGAMA.",5,B,Kalutara,Aluthgama,Beruwala Divisional Secretariat,79.99412,6.437746
GAYAN GUEST HOUSE,"ELAKAKA ROAD, KANAHENTOTA, HABURUGALA.",5,B,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.798941,6.031898
